id,title,category,subcategory,kind,countries,hasRunner,version,description
rancho,Rancho Los Amigos (I-X),5. Неврология и нейрохирургия,ЧМТ,score,США · Международный (нейрореабилитация),yes,1.0.0,Оценка когнитивного восстановления после ЧМТ.
ranson,Ranson / Glasgow-Imrie / APACHE II / HAPS,7. Травматология и военная медицина,Неотложная хирургия,calculator,Международный,yes,1.0.0,Оценка тяжести и прогноза острого панкреатита.
rap-prx,RAP / PRx,6. Анестезиология и ICU,Нейроинтенсив,calculator,Международный (Cambridge),yes,1.0.0,Оценка ауторегуляции мозгового кровотока.
raschke,Raschke (heparin) nomogram,1. Клинические калькуляторы,Дозирование,calculator,США · Международный (ACCP 2012),yes,1.0.0,Инициация и коррекция дозы нефракционированного гепарина по aPTT.
rass,RASS / SAS Riker / Ramsay / MAAS,6. Анестезиология и ICU,Седация / Делирий,score,Международный (SCCM PADIS 2018),yes,1.0.0,Оценка уровня седации в ICU.
rcog-37a,RCOG Green-top 37a,8. Акушерство и гинекология,ВТЭ и беременность,score,Великобритания (RCOG); адаптация в ЕС,yes,1.0.0,Оценка риска ВТЭ у беременных и родильниц.
rcog-vte,RCOG VTE в беременности,2. Диагностические шкалы,ВТЭ / Кровотечение,score,UK (RCOG) · международно принята,yes,1.0.0,Оценка риска ВТЭ у беременных и в послеродовом периоде.
rcri,Revised Cardiac Risk Index (Lee) / Gupta MICA,2. Диагностические шкалы,Периоперационная,score,,yes,1.0.0,Оценка кардиологического риска при несердечной хирургии.
recist,RECIST 1.1 / iRECIST / irRC / mRECIST,10. Онкология,Ответ на лечение,calculator,Международный (EORTC / NCI),yes,1.0.0,Оценка ответа на противоопухолевое лечение.
red-blood,Combat Pulse Check / R.E.D. whole blood,7. Травматология и военная медицина,Военная медицина,calculator,US DoD / NATO / постепенная civilian adoption,yes,1.0.0,Протоколы переливания цельной крови в тактической медицине.
renal,RENAL / PADUA / ESA / STONE,12. Нефрология и урология,Урология,calculator,Международный (AUA),yes,1.0.0,Нефрометрическая оценка сложности удаления опухоли почки.
rer,RER / MER / BMR,20. Ветеринарная медицина,Формулы,calculator,Международный (NRC · WSAVA),yes,1.0.0,Расчёт энергетических потребностей у животных.
resp,RESP / SAVE,6. Анестезиология и ICU,ECMO,calculator,Международный (ELSO),yes,1.0.0,Прогноз выживаемости на VV-ECMO и VA-ECMO.
reveal,WHO FC / REVEAL 2.0 / Lite2 / COMPERA / SPAHR,13. Пульмонология,Лёгочная гипертензия,calculator,"Международный (ESC/ERS, ATS)",yes,1.0.0,Стратификация риска при лёгочной артериальной гипертензии.
reynolds,Reynolds Risk Score,4. Кардиология и сосуды,ССС-риск,calculator,США,yes,1.0.0,Оценка ССС-риска с включением высокочувствительного CRP.
rifle,RIFLE / AKIN / KDIGO 2012,6. Анестезиология и ICU,AKI,calculator,Международный (KDIGO),yes,1.0.0,Диагностика и стадирование острого повреждения почек.
rls-ru,РЛС / Видаль РФ / Машковский,14. Фармакология и лекарства,Справочники,calculator,Российская Федерация,yes,1.0.0,Российские лекарственные справочники.
rochester,Rochester / Philadelphia / Boston / Step-by-Step / PECARN febrile,3. Педиатрические инструменты,Лихорадка,calculator,США · Европа (с адаптациями),yes,1.0.0,Оценка риска серьёзной бактериальной инфекции у младенцев с лихорадкой.
rockall,Rockall,7. Травматология и военная медицина,Неотложная хирургия,score,,yes,1.0.0,Оценка риска при кровотечении из верхних отделов ЖКТ.
rockwood,Rockwood,7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация повреждений акромиально-ключичного сустава.
rodnan,Rodnan skin score,22. Прочие специальности,Ревматология,calculator,Международный,yes,1.0.0,Оценка кожного поражения при системной склеродермии.
rome-iv,Rome IV criteria,22. Прочие специальности,Гастроэнтерология,calculator,Международный (Rome Foundation),yes,1.0.0,Диагностические критерии функциональных расстройств ЖКТ.
rop,ROP International Classification / Plus disease,22. Прочие специальности,Офтальмология,calculator,Международный (ICROP 3 / AAO),yes,1.0.0,Классификация ретинопатии недоношенных.
rosacea,Rosacea IGA / GFSS,22. Прочие специальности,Дерматология,calculator,Международный (ROSCO),yes,1.0.0,Оценка тяжести розацеа.
rote-liste,ABDATA / Rote Liste,14. Фармакология и лекарства,Справочники,calculator,Германия,yes,1.0.0,Немецкий лекарственный справочник.
rotterdam,Rotterdam 2003 / AE-PCOS Society,8. Акушерство и гинекология,Гинекология,score,"Международный (ESHRE/ASRM, AE-PCOS, Teede 2023)",yes,1.0.0,Диагностические критерии синдрома поликистозных яичников.
rox,ROX index,6. Анестезиология и ICU,ARDS,calculator,Международный,yes,1.0.0,Прогноз успешности высокопоточной кислородотерапии.
rpi,RPI / Absolute reticulocyte / CHr,15. Лабораторная медицина,Гематология,calculator,Международный,yes,1.0.0,Оценка регенераторной активности костного мозга.
rsbi,RSBI (Tobin),6. Анестезиология и ICU,ARDS,calculator,Международный,yes,1.0.0,Оценка готовности пациента к экстубации.
rsi-rfs,Reflux Symptom Index (RSI) / Reflux Finding Score (RFS),22. Прочие специальности,ЛОР,calculator,Международный (AAO-HNS),yes,1.0.0,Диагностика ларингофарингеального рефлюкса.
rtog-eortc,RTOG/EORTC late effects,10. Онкология,Токсичность,calculator,Международный (RTOG / EORTC),yes,1.0.0,Оценка поздних лучевых повреждений.
rts,Revised Trauma Score / Triage RTS,7. Травматология и военная медицина,Тяжесть травмы,calculator,Международный,yes,1.0.0,Быстрая оценка тяжести и триаж при травме.
ru-growth,"Национальные таблицы РФ (Мазурин, Воронцов)",3. Педиатрические инструменты,Рост и развитие,calculator,Российская Федерация · СНГ,yes,1.0.0,Российские нормативы роста и развития детей.
ru-kr,Клинические рекомендации Минздрава РФ,16. Справочники и классификаторы,Российские,calculator,Российская Федерация (Минздрав РФ),yes,1.0.0,"Российские клинические рекомендации, обязательные с 2025 года."
ru-lab,"РФ: МР 3.3.1.4-04, приказы МЗ",15. Лабораторная медицина,Референсы,calculator,Российская Федерация,yes,1.0.0,Российские нормативные референсные интервалы.
ru-military,«Защита» / Гуманенко ВПХ / Указания МО РФ,7. Травматология и военная медицина,Военная медицина,calculator,"Российская Федерация (ВС РФ, МО РФ, ВМА им. Кирова)",yes,1.0.0,Российские протоколы военно-полевой хирургии.
ru-scales,Шкала Ваганова / Сидоренко / Харитонова / Светухина,19. Региональные стандарты,Россия,calculator,Российская Федерация,yes,1.0.0,Российские клинические шкалы и адаптации.
ru-skoraya,Приказ МЗ РФ 388н / ННПОСМП / Багненко,17. Протоколы экстренной помощи,Догоспитальные алгоритмы,calculator,"Россия, СНГ (адаптация)",yes,1.0.0,Российские протоколы скорой медицинской помощи.
ru-societies,ФАР / РОАГ / РКО / ОНИ / АОР / РОДВК / РСА,19. Региональные стандарты,Россия,calculator,Российская Федерация,yes,1.0.0,Рекомендации ведущих российских медицинских обществ.
ru-vaccine,Национальный календарь прививок РФ,3. Педиатрические инструменты,Иммунизация,calculator,Российская Федерация,yes,1.0.0,Российский календарь профилактических прививок.
rule-9,Rule of Nines / Lund-Browder / Wallace,6. Анестезиология и ICU,Ожоги,calculator,"Международный (ABA, EMSB, ERC)",yes,1.0.0,Оценка площади ожогов.
rule-nines,Rule of Nines / Lund-Browder,1. Клинические калькуляторы,Дозирование,calculator,"Международный (ATLS, ABA)",yes,1.0.0,Оценка площади ожога у взрослых и детей.
russe,Russe,7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов ладьевидной кости.
rutherford,Rutherford (0-6) / Fontaine (I-IV),4. Кардиология и сосуды,Сосуды / Аорта,score,Международный (SVS · ESVS · ACC/AHA),yes,1.0.0,Классификация хронической ишемии нижних конечностей.
rxnorm,RxNorm / NDC / ATC/DDD / DM+D / ЕСКЛП,16. Справочники и классификаторы,Терминологии,calculator,США (NLM/NIH) · международно для интероперабельности,yes,1.0.0,Стандартизированные классификации лекарственных средств.
sac-iti,SAC classification (ITI),21. Стоматология,Протезирование,calculator,Международный (ITI),yes,1.0.0,Оценка сложности имплантологического лечения.
salt,SALT,22. Прочие специальности,Дерматология,calculator,Международный (NAAF / AAD),yes,1.0.0,Оценка площади поражения при гнёздной алопеции.
salter-harris,Salter-Harris (I-V),7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов ростковой зоны у детей.
sanders,Sanders / Essex-Lopresti,7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов пяточной кости.
sanford,Sanford Guide / Johns Hopkins ABX / eTG / AMH,14. Фармакология и лекарства,Антибиотики,calculator,США (IDSA) · Международный,yes,1.0.0,Справочники по антибиотикотерапии.
sap-sac,Argentina SAP / SAC / Colombia MSPS,19. Региональные стандарты,Латинская Америка,calculator,Аргентина,yes,1.0.0,Клинические рекомендации Южной Америки.
saps,SAPS II / 3,6. Анестезиология и ICU,Тяжесть в ICU,calculator,Международный (European standard),yes,1.0.0,Упрощённая оценка тяжести в ICU.
saudi,Saudi MOH / Iran MOHME / Egyptian MOH / Africa CDC / MSF,19. Региональные стандарты,Ближний Восток / Африка,calculator,"Саудовская Аравия (также референс в ряде стран GCC — ОАЭ, Кувейт, Бахрейн, Оман, Катар)",yes,1.0.0,Клинические стандарты стран Ближнего Востока и Африки.
sbar,SBAR,22. Прочие специальности,Медсестринство,calculator,Международный (IHI / Joint Commission),yes,1.0.0,Стандартизированная структура передачи информации о пациенте.
scat,SCAT5 / SCAT6 / Child-SCAT,5. Неврология и нейрохирургия,ЧМТ,calculator,Международный (CISG / FIFA / IOC),yes,1.0.0,Оценка спортивного сотрясения мозга.
schatzker,Schatzker (I-VI),7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов мыщелков большеберцовой кости.
schirmer,Schirmer / TBUT / OSDI,22. Прочие специальности,Офтальмология,calculator,Международный (TFOS DEWS II),yes,1.0.0,Диагностика синдрома сухого глаза.
schwab,Schwab and England ADL,5. Неврология и нейрохирургия,Паркинсон,calculator,,yes,1.0.0,Оценка повседневной активности при болезни Паркинсона.
schwartz,"Schwartz (bedside, 2009)",1. Клинические калькуляторы,Функция почек,calculator,,yes,1.0.0,Расчёт СКФ у детей по росту и креатинину.
scid,SCID-5 / MINI / CIDI / K-SADS-PL,9. Психиатрия и психология,Общий скрининг,calculator,США (APA DSM-5) / Международный,yes,1.0.0,Структурированные диагностические интервью по DSM.
scorad,SCORAD / EASI / oSCORAD / PO-SCORAD / IGA,22. Прочие специальности,Дерматология,calculator,Европа (ETFAD / EAACI),yes,1.0.0,Оценка тяжести атопического дерматита.
score2-ru,SCORE2 + GLOBORISK (РФ),4. Кардиология и сосуды,ССС-риск,calculator,РФ · СНГ (high-risk region),yes,1.0.0,Оценка ССС-риска по рекомендациям РКО.
score2,SCORE2 / SCORE2-OP (ESC 2021),4. Кардиология и сосуды,ССС-риск,calculator,Европа (ESC),yes,1.0.0,Оценка риска ССЗ в европейской популяции по регионам.
scorten,SCORTEN,22. Прочие специальности,Дерматология,calculator,Международный,yes,1.0.0,Прогноз смертности при синдроме Стивенса-Джонсона и токсическом эпидермальном некролизе.
seidel,Seidel test,22. Прочие специальности,Офтальмология,calculator,Международный (AAO),yes,1.0.0,Диагностика проникающей травмы или перфорации глазного яблока.
senic,SENIC / CDC NHSN,11. Инфекционные болезни,Контроль инфекций,calculator,США (CDC / APIC),yes,1.0.0,Эпидемиологический мониторинг госпитальных инфекций.
sepsis3,Sepsis-3 (SOFA ≥ 2) / qSOFA,6. Анестезиология и ICU,Сепсис,calculator,"Международный (SCCM/ESICM Task Force 2016, SSC 2021)",yes,1.0.0,Современные критерии диагностики сепсиса.
ses-cd,CDAI / HBI / SES-CD,22. Прочие специальности,Гастроэнтерология,calculator,Международный (ECCO),yes,1.0.0,Оценка активности болезни Крона по клиническим и эндоскопическим данным.
sflt,sFlt-1/PlGF ratio,8. Акушерство и гинекология,Преэклампсия,calculator,Международный (EMA одобрено),yes,1.0.0,Биомаркеры для исключения преэклампсии в ближайшую неделю.
sga,SGA (Subjective Global Assessment),2. Диагностические шкалы,Питание,score,Международный · Хирургия · Нефрология · Онкология,yes,1.0.0,Клиническая оценка нутритивного статуса.
sgarbossa,Sgarbossa / Smith modified,4. Кардиология и сосуды,ОКС / ИМ,score,Международный,yes,1.0.0,ЭКГ-критерии ИМ при блокаде левой ножки пучка Гиса.
shock-index,Shock Index / Modified SI / Age-SI,7. Травматология и военная медицина,Тяжесть травмы,calculator,,yes,1.0.0,Ранняя оценка шока по ЧСС и АД.
sieve-sort,SIEVE + SORT / MPTT-24,7. Травматология и военная медицина,Триаж MASCAL,calculator,Великобритания · NHS England,yes,1.0.0,Британские военные протоколы сортировки при массовых поражениях.
silverman,Silverman-Anderson,3. Педиатрические инструменты,Новорождённые,score,РФ · СНГ · Латинская Америка,yes,1.0.0,Оценка тяжести респираторного дистресс-синдрома у новорождённого.
simman,SimMan / Laerdal / Gaumard / CAE Healthcare,18. Учебные инструменты,Образование,calculator,Норвегия / Международный (Laerdal Medical),yes,1.0.0,Медицинские симуляторы для обучения.
simpson,Simpson Grade (I-V),5. Неврология и нейрохирургия,Нейрохирургия,score,Международный,yes,1.0.0,Классификация радикальности резекции менингиомы.
sipa,SIPA (Shock Index Pediatric Age-adjusted),3. Педиатрические инструменты,Шок / Травма,calculator,Международный (США ATLS/PALS),yes,1.0.0,Возраст-скорректированный индекс шока у детей.
sirs,NEWS2 / MEDS / SIRS / PIRO / SIS / Shapiro,6. Анестезиология и ICU,Сепсис,score,Международный (исторический),yes,1.0.0,Скрининг и стратификация риска сепсиса.
sledai,SLEDAI-2K / BILAG-2004,22. Прочие специальности,Ревматология,calculator,Международный,yes,1.0.0,Оценка активности системной красной волчанки.
slic,SLIC / TLICS,5. Неврология и нейрохирургия,Спинальная травма,score,Международный (Spine Trauma Study Group),yes,1.0.0,Классификация переломов позвоночника и выбора тактики.
slums,SLUMS,5. Неврология и нейрохирургия,Деменция,score,,yes,1.0.0,Скрининг когнитивных нарушений (адаптация для США).
smb-ch,Swiss Medical Board / SMI / FOPH,19. Региональные стандарты,Европа,calculator,Швейцария (немецкий / французский / итальянский),yes,1.0.0,Швейцарские клинические стандарты.
snellen,Snellen / logMAR / ETDRS / Decimal,22. Прочие специальности,Офтальмология,calculator,Международный (WHO / ICD-11),yes,1.0.0,Измерение остроты зрения различными шкалами.
snomed,SNOMED CT,16. Справочники и классификаторы,Терминологии,calculator,"Международный (SNOMED International) · США, UK, Канада, Австралия, Нидерланды (40+ стран)",yes,1.0.0,Мультиязычная стандартизированная медицинская терминология.
snoop,POUND / SNOOP(10) red flags,5. Неврология и нейрохирургия,Головная боль,score,,yes,1.0.0,Скрининг опасных причин головной боли.
snot22,SNOT-22,22. Прочие специальности,ЛОР,calculator,Международный (EPOS / ERS),yes,1.0.0,Оценка симптомов хронического риносинусита.
sofa,SOFA (0-24),2. Диагностические шкалы,Раннее распознавание,score,,yes,1.0.0,Оценка органной дисфункции и прогноза в ICU.
spetzler,Spetzler-Martin / Spetzler-Ponce,5. Неврология и нейрохирургия,Нейрохирургия,score,Международный,yes,1.0.0,Оценка риска операции при артериовенозных мальформациях.
spin,SPIN / LSAS / Y-BOCS / OCI-R / PDSS / HARS,9. Психиатрия и психология,Тревога,calculator,Международный,yes,1.0.0,Оценка специфических тревожных расстройств.
spot-urine,Spot UPCR / UACR / FENa / FEUrea / Urine osm gap / TTKG,15. Лабораторная медицина,Моча,calculator,Международный (KDIGO),yes,1.0.0,Разовые анализы мочи для диагностики патологии почек.
ssc,Surviving Sepsis Campaign bundles,11. Инфекционные болезни,Сепсис,calculator,Международный (SSC / SCCM / ESICM),yes,1.0.0,Международные протоколы ведения сепсиса и септического шока.
stan,STAN ST-analysis,8. Акушерство и гинекология,Беременность,calculator,"Европа (Neoventa STAN; Швеция, Нидерланды, UK)",yes,1.0.0,Оценка ЭКГ плода в родах.
stanag,NATO STANAG 2879,7. Травматология и военная медицина,Триаж MASCAL,score,NATO (альянс),yes,1.0.0,Натовский стандарт полевой сортировки раненых.
stanford,Stanford (A/B) / DeBakey,4. Кардиология и сосуды,Сосуды / Аорта,score,Международный (ESC 2024 · AHA/ACC · STS),yes,1.0.0,Классификация расслоения аорты.
start-civ,START / JumpSTART / SALT,7. Травматология и военная медицина,Триаж MASCAL,calculator,США · Международный,yes,1.0.0,Американские протоколы сортировки пострадавших при массовых поражениях.
start,START / JumpSTART / SALT / SIEVE / SORT,2. Диагностические шкалы,Триаж,score,Международный,yes,1.0.0,Триаж при массовых поражениях и чрезвычайных ситуациях.
stess,STESS / EMSE / END-IT,5. Неврология и нейрохирургия,Эпилепсия,score,,yes,1.0.0,Прогноз исходов при эпилептическом статусе.
stockley,Stockley's Drug Interactions,14. Фармакология и лекарства,Справочники,calculator,Великобритания / ЕС,yes,1.0.0,Британский справочник клинически значимых взаимодействий.
stone,S.T.O.N.E. / Guy's / RIRS,12. Нефрология и урология,Урология,calculator,Международный (EAU/AUA),yes,1.0.0,Оценка сложности и выбор тактики при мочекаменной болезни.
stop-bang,STOP-BANG / Berlin,5. Неврология и нейрохирургия,Сон,score,,yes,1.0.0,Скрининг синдрома обструктивного апноэ сна.
straw10,STRAW+10,8. Акушерство и гинекология,Менопауза,score,Международный (STRAW+10),yes,1.0.0,Стадирование репродуктивного старения и менопаузы.
strongkids,STRONGkids / STAMP,2. Диагностические шкалы,Питание,score,Нидерланды · ЕС · Международный (педиатрия),yes,1.0.0,Скрининг нутритивного риска у детей.
sun,SUN Uveitis criteria,22. Прочие специальности,Офтальмология,calculator,Международный (SUN / IUSG),yes,1.0.0,Стандартизация диагностики и классификации увеитов.
svv,SVV / PPV / IVC collapsibility / Mini-fluid challenge,6. Анестезиология и ICU,Водно-электролитный,calculator,Международный,yes,1.0.0,Динамические показатели волемического статуса.
tal,Tal / Wang score,3. Педиатрические инструменты,Респираторные,score,Международный,yes,1.0.0,Клиническая оценка тяжести бронхиолита.
tanner,Tanner stages (SMR I-V),3. Педиатрические инструменты,Рост и развитие,score,Международный,yes,1.0.0,Оценка стадий полового созревания.
tccc-17,"TCCC (CoTCCC, JTS)",17. Протоколы экстренной помощи,Догоспитальная травма,calculator,"DoD / JTS (США), NATO STANAG, международно (combat medic programs)",yes,1.0.0,Протокол тактической помощи на поле боя (Care Under Fire / TFC / TACEVAC).
tccc,TCCC (Tactical Combat Casualty Care),7. Травматология и военная медицина,Военная медицина,calculator,Стандарт NATO / US DoD / СНГ (адаптации),yes,1.0.0,Стандартный протокол тактической медицины на поле боя.
tcns,TCNS / MNSI / NDS,5. Неврология и нейрохирургия,Нейропатическая боль,score,Международный,yes,1.0.0,Скрининг диабетической нейропатии.
tecc-17,TECC (C-TECC),17. Протоколы экстренной помощи,Догоспитальная травма,calculator,"C-TECC (США), международная адаптация EMS систем",yes,1.0.0,Протокол тактической помощи в гражданских условиях.
tecc,TECC,7. Травматология и военная медицина,Военная медицина,calculator,"США, Канада, EU, civilian EMS/SWAT",yes,1.0.0,Протокол тактической помощи в гражданских условиях.
thompson,Thompson Score / Sarnat staging,3. Педиатрические инструменты,Новорождённые,score,Международный,yes,1.0.0,Оценка тяжести гипоксически-ишемической энцефалопатии.
thwaites,Thwaites' score,11. Инфекционные болезни,Менингит,calculator,"Международный (оригинал — Вьетнам, Thwaites)",yes,1.0.0,Дифф. диагностика туберкулёзного и бактериального менингита.
tibc,TIBC / transferrin saturation / ferritin,15. Лабораторная медицина,Гематология,calculator,Международный,yes,1.0.0,Оценка обмена железа и диагностика железодефицита.
timi,"TIMI (UA/NSTEMI, STEMI)",4. Кардиология и сосуды,ОКС / ИМ,score,,yes,1.0.0,Риск-стратификация при остром коронарном синдроме.
tinetti,Tinetti POMA / Berg Balance / TUG / DGI,2. Диагностические шкалы,Функциональный статус,score,Международный,yes,1.0.0,Оценка равновесия и походки.
tirads,TI-RADS (ACR/EU/K),10. Онкология,Специфические,calculator,Международный (ACR),yes,1.0.0,Стандартизированная оценка узлов щитовидной железы.
tisdale,Tisdale score,4. Кардиология и сосуды,ЭКГ / Ритм,score,Международный (AHA · HRS · CredibleMeds),yes,1.0.0,Оценка риска лекарственного удлинения QT.
tnm-hn,TNM AJCC head & neck,21. Стоматология,Оральный рак,calculator,Международный (AJCC · UICC),yes,1.0.0,Стадирование злокачественных опухолей головы и шеи.
tnm,TNM / AJCC 8th Ed. / UICC,10. Онкология,Стадирование,calculator,Международный (AJCC / UICC),yes,1.0.0,Международная классификация стадий злокачественных новообразований.
toast,TOAST classification,5. Неврология и нейрохирургия,Инсульт,score,"Международный (AHA/ASA, ESO)",yes,1.0.0,Классификация этиологии ишемического инсульта.
tokyo-19,Tokyo Guidelines,19. Региональные стандарты,Япония,calculator,"Япония (международно принятый стандарт; J Hepatobiliary Pancreat Sci, 2018)",yes,1.0.0,Международные рекомендации по диагностике и лечению холецистита и холангита.
tokyo,Tokyo Guidelines TG18/TG24,7. Травматология и военная медицина,Неотложная хирургия,calculator,Международный (Tokyo Guidelines),yes,1.0.0,Диагностика и оценка тяжести холецистита и холангита.
tonnis,Tönnis,7. Травматология и военная медицина,Суставы / Хрящ,score,Международный,yes,1.0.0,Рентгенологическая оценка остеоартроза тазобедренного сустава.
trali,TRALI / TACO criteria (ISBT 2019),6. Анестезиология и ICU,Трансфузия,calculator,Международный (ISBT),yes,1.0.0,Диагностика посттрансфузионных лёгочных осложнений.
triss,TRISS / ASCOT,7. Травматология и военная медицина,Тяжесть травмы,calculator,Международный (MTOS),yes,1.0.0,Прогноз выживаемости при травме.
tscherne,Tscherne,7. Травматология и военная медицина,Ортопедия,score,"Европа (Германия, Австрия, Швейцария - стандарт)",yes,1.0.0,Классификация закрытых переломов по повреждению мягких тканей.
tsh,TSH reflex / FT4 / FT3 / antiTPO,15. Лабораторная медицина,Эндокринология,calculator,Международный (ATA · ETA · РАЭ),yes,1.0.0,Диагностика патологии щитовидной железы.
tumor-markers,CEA / CA 19-9 / CA 125 / AFP / hCG / PSA и др.,15. Лабораторная медицина,Опухолевые маркеры,calculator,Международный (NACB · ESMO · ASCO),yes,1.0.0,Онкомаркеры в диагностике и мониторинге.
uas7,UAS7 / CU-Q2oL,22. Прочие специальности,Дерматология,calculator,Международный (EAACI / GA²LEN / WAO),yes,1.0.0,Оценка активности и качества жизни при хронической крапивнице.
uceis,Mayo / partial Mayo / UCEIS,22. Прочие специальности,Гастроэнтерология,calculator,Международный (ECCO),yes,1.0.0,Оценка активности язвенного колита.
ucla-shoulder,UCLA / ASES / Constant-Murley / DASH / QuickDASH,7. Травматология и военная медицина,Суставы / Хрящ,calculator,Международный,yes,1.0.0,Оценка функции плеча и верхней конечности.
uk-green,UK Green Book,3. Педиатрические инструменты,Иммунизация,calculator,Великобритания (NHS),yes,1.0.0,Британский календарь вакцинации.
uk-who,UK-WHO charts (RCPCH),3. Педиатрические инструменты,Рост и развитие,calculator,Великобритания · Ирландия,yes,1.0.0,Британские кривые роста для детей.
umls,UMLS Metathesaurus / MeSH,16. Справочники и классификаторы,Терминологии,calculator,Международный (NLM/NIH) · мета-тезаурус 200+ словарей,yes,1.0.0,Метасловарь и тезаурус медицинских терминов.
unit-bili,Билирубин,1. Клинические калькуляторы,Конверсии единиц,calculator,Международный,yes,1.0.0,Конверсия билирубина между mg/dL и мкмоль/л.
unit-chol,Холестерин / триглицериды,1. Клинические калькуляторы,Конверсии единиц,calculator,Международный,yes,1.0.0,Конверсия липидов между mg/dL и ммоль/л.
unit-creatinine,Креатинин,1. Клинические калькуляторы,Конверсии единиц,calculator,Международный (США - mg/dL; СИ - мкмоль/л),yes,1.0.0,Конверсия креатинина между mg/dL и мкмоль/л.
unit-glucose,Глюкоза,1. Клинические калькуляторы,Конверсии единиц,calculator,Международный (США используют mg/dL; СИ - ммоль/л),yes,1.0.0,Конверсия глюкозы между mg/dL (США) и ммоль/л (СИ).
unit-hb,Гемоглобин,1. Клинические калькуляторы,Конверсии единиц,calculator,Международный,yes,1.0.0,Конверсия гемоглобина между g/dL и g/L.
updrs,UPDRS / MDS-UPDRS (I-IV),5. Неврология и нейрохирургия,Паркинсон,calculator,,yes,1.0.0,Комплексная оценка двигательных нарушений при болезни Паркинсона.
uptodate,UpToDate / DynaMed / BMJ Best Practice / ClinicalKey / Medscape,18. Учебные инструменты,Базы знаний,calculator,США / Международный (Wolters Kluwer),yes,1.0.0,Клинические базы знаний для поддержки принятия решений.
us-dates,CRL (Hadlock) / BPD / AC / FL,8. Акушерство и гинекология,Беременность,calculator,"Международный (ACOG, ISUOG)",yes,1.0.0,УЗ-датирование беременности и оценка размеров плода.
vacs,VACS Index / D:A:D,11. Инфекционные болезни,ВИЧ,calculator,Международный (VA Cohort),yes,1.0.0,Оценка сердечно-сосудистого и общего риска у пациентов с ВИЧ.
vanco-auc,Vancomycin AUC/MIC calculator,1. Клинические калькуляторы,Дозирование,calculator,США (IDSA/ASHP) · Международный,yes,1.0.0,Таргетное дозирование ванкомицина по площади под кривой.
vanderbilt,Vanderbilt / Conners / SNAP-IV,3. Педиатрические инструменты,Психомоторное развитие,score,США · международный,yes,1.0.0,Скрининг синдрома дефицита внимания и гиперактивности.
vas,VAS (0-100 мм) / NRS (0-10),2. Диагностические шкалы,Боль,calculator,Международный (IASP · ВОЗ),yes,1.0.0,Базовая оценка интенсивности боли у взрослых.
vcog,VCOG-CTCAE / WHO TNM for animals,20. Ветеринарная медицина,Онкология,calculator,Великобритания · США (VCOG),yes,1.0.0,Классификация и оценка токсичности в ветеринарной онкологии.
velscope,VELscope / OralCDx / WHO OPMD,21. Стоматология,Оральный рак,calculator,США (ADA) · Международный,yes,1.0.0,Скрининг потенциально злокачественных поражений полости рта.
vertucci,Vertucci canal / Weine,21. Стоматология,Эндодонтия,calculator,Международный (Vertucci 1984),yes,1.0.0,Классификация анатомии корневых каналов.
vetcot,ATLS Veterinary / VetCOT / VETS / Kirby's Rule of 20,20. Ветеринарная медицина,Триаж,calculator,США (VetCOT),yes,1.0.0,Триаж и оценка тяжести травмы у животных.
vhi,Voice Handicap Index (VHI-10),22. Прочие специальности,ЛОР,calculator,Международный (ASHA / ELS),yes,1.0.0,Оценка влияния нарушений голоса на жизнь пациента.
vhs,VHS / VLAS,20. Ветеринарная медицина,Кардиология,calculator,Международный (ACVIM · EVDI),yes,1.0.0,Рентгенологическая оценка размеров сердца у собак.
vidal,Vidal,14. Фармакология и лекарства,Справочники,calculator,Франция · Россия,yes,1.0.0,"Французский лекарственный справочник, адаптированный в России."
villalta,Villalta,4. Кардиология и сосуды,Сосуды / Аорта,score,Международный (ISTH · ESVS),yes,1.0.0,Диагностика и тяжесть посттромботического синдрома.
warfarin,"Warfarin dosing (IWPC, Gage)",1. Клинические калькуляторы,Дозирование,calculator,Международный (ACCP) · США · ЕС,yes,1.0.0,Стартовая доза варфарина с учётом клинических и генетических факторов.
water-deficit,"Free water deficit, Na deficit",1. Клинические калькуляторы,Электролиты / КЩС,calculator,Международный,yes,1.0.0,Расчёт дефицита воды и натрия при дизнатриемиях.
weber,Weber (A/B/C) / Lauge-Hansen,7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов голеностопного сустава.
wells-dvt,Wells DVT,2. Диагностические шкалы,ВТЭ / Кровотечение,score,,yes,1.0.0,Предтестовая вероятность ТГВ.
wells-pe,Wells PE,2. Диагностические шкалы,ВТЭ / Кровотечение,score,,yes,1.0.0,Предтестовая вероятность ТЭЛА.
westley,Westley croup score,3. Педиатрические инструменты,Респираторные,score,,yes,1.0.0,Оценка тяжести крупа (ларинготрахеита) у детей.
wfns,WFNS SAH grading,5. Неврология и нейрохирургия,Инсульт,score,,yes,1.0.0,Градация тяжести САК по шкале WFNS.
